*** New Run, Seed = 1058617387; External Seed =1750015104 *** NoCars = 0; CarMaxDeceleration = 0.15625; CarMaxSpeed = 2.5; CarMaxAcceleration = 0.1; CarMaxTurning = 15.0; NoObstacles = 0.
Failure when adding junction: 3; unable to locate intersection on road.
Failure when adding junction: 4; unable to locate intersection on road.
Failure when adding junction: 10; unable to locate intersection on road.
Failure when adding junction: 11; unable to locate intersection on road.
Failure when adding junction: 12; unable to locate intersection on road.
Junctions added: 10/15; roads added: 11.
Obstacles added: 4/8.
Car obstacles added: 19/19.
Step: 3, Car: 57 entering junction 34, at speed: 0.2, bearing: 270.0.
Step: 175, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 175, Car: 53 leaving junction, at speed: 0.5749999999999998, bearing: 88.69504228992307.
Step: 176, Car: 54 leaving junction, at speed: 0.48124999999999973, bearing: 180.00012536160853.
Step: 176, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 177, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 178, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 178, Car: 54 entering junction 25, at speed: 0.2687499999999997, bearing: 180.00012536160853.
Step: 179, Car: 50 leaving junction, at speed: 0.5749999999999998, bearing: 127.62883217606282.
Step: 179, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 180, Car: 58 entering junction 37, at speed: 0.23749999999999977, bearing: 2.203534172869649E-5.
Step: 180, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 181, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 182, Car: 59 entering junction 41, at speed: 0.2, bearing: 270.0.
Step: 182, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 183, Car: 269 leaving junction, at speed: 0.47499999999999987, bearing: 90.0.
Step: 183, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 184, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 185, Car: 49 entering junction 31, at speed: 0.2687500000000001, bearing: 270.0.
Step: 185, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 186, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 187, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 188, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 189, Car: 58 leaving junction, at speed: 0.3687499999999997, bearing: 210.00002203534171.
Step: 189, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 190, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 191, Car: 54 leaving junction, at speed: 0.5437499999999995, bearing: 179.99999796516357.
Step: 191, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 192, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 192, Car: 59 leaving junction, at speed: 0.4312499999999999, bearing: 105.0.
Step: 193, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 194, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 195, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 196, Car: 66 entering junction 33, at speed: 0.2499999999999999, bearing: 180.02206398221492.
Step: 196, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 197, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 197, Car: 65 entering junction 13, at speed: 0.22500000000000053, bearing: 89.99999999999959.
Step: 198, Car: 49 leaving junction, at speed: 0.54375, bearing: 270.0.
Step: 198, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 199, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 200, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 201, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 202, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 203, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 204, Car: 67 entering junction 27, at speed: 0.28750000000000003, bearing: 90.0.
Step: 204, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 205, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 206, Car: 49 has left the road at: Double2D[15.32467838342671,51.881762274189356], bearing: 270.0.
Step: 206, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 206, Car: 66 leaving junction, at speed: 0.48124999999999973, bearing: 15.022063982214917.
Step: 207, Car: 317 entering junction 40, at speed: 0.0, bearing: 270.0.
Step: 207, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 207, Car: 51 entering junction 15, at speed: 0.15625000000000044, bearing: 90.000000213614.
Step: 207, Car: 62 entering junction 13, at speed: 0.24375000000000074, bearing: 90.0000000000035.
Step: 207, Car: 62 would not have stopped in time, excess speed = 0.08750000000000074 in junction 13, at speed: 0.0, bearing: 90.0000000000035.
Step: 208, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 208, Car: 62 entering junction 13, at speed: 0.1, bearing: 90.0000000000035.
Step: 209, Car: 62 entering junction 13, at speed: 0.1, bearing: 90.0000000000035.
Step: 209, Car: 60 entering junction 37, at speed: 0.2812499999999997, bearing: 359.9999461701477.
Step: 209, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 210, Car: 65 leaving junction, at speed: 0.5000000000000003, bearing: 37.291883945628165.
Step: 210, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 210, Car: 62 entering junction 13, at speed: 0.1, bearing: 90.0000000000035.
Step: 211, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 212, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 213, Car: 67 leaving junction, at speed: 0.575, bearing: 300.0.
Step: 213, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 214, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 215, Car: 317 leaving junction, at speed: 0.54375, bearing: 135.0.
Step: 215, Car: 55 entering junction 42, at speed: 0.2875000000000001, bearing: 1.7566286597022908E-4.
Step: 215, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 216, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 217, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 218, Car: 64 entering junction 17, at speed: 0.23750000000000032, bearing: 90.00000393589133.
Step: 218, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 219, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 219, Car: 62 leaving junction, at speed: 0.48749999999999993, bearing: 300.0000000000035.
Step: 220, Car: 61 entering junction 39, at speed: 0.1, bearing: 270.0.
Step: 221, Car: 51 leaving junction, at speed: 0.43125000000000024, bearing: 37.90147220960186.
Step: 221, Car: 60 leaving junction, at speed: 0.19999999999999965, bearing: 175.15003331675712.
Step: 223, Car: 317 has left the road at: Double2D[190.05527212278312,58.64743922423887], bearing: 135.0.
Step: 223, Car: 64 leaving junction, at speed: 0.3812500000000003, bearing: 160.43557845507578.
Step: 224, Car: 341 entering junction 39, at speed: 0.0, bearing: 90.0.
Step: 225, Car: 55 leaving junction, at speed: 0.5187499999999999, bearing: 195.00017566286596.
Step: 228, Car: 152 entering junction 29, at speed: 0.24375000000000002, bearing: 180.0.
Step: 230, Car: 61 has left the road at: Double2D[-5.45119677911406,36.52323220880885], bearing: 270.0.
Step: 231, Car: 352 entering junction 35, at speed: 0.0, bearing: 270.0.
Step: 237, Car: 152 leaving junction, at speed: 0.3749999999999999, bearing: 30.0.
Step: 239, Car: 341 leaving junction, at speed: 0.47499999999999987, bearing: 90.0.
Step: 240, Car: 66 entering junction 3, at speed: 0.2687499999999997, bearing: 359.16697924704425.
Step: 246, Car: 352 leaving junction, at speed: 0.47499999999999987, bearing: 270.00000000000017.
Step: 249, Car: 66 leaving junction, at speed: 0.5562499999999996, bearing: 209.16697924704425.
Step: 260, Car: 269 entering junction 15, at speed: 0.2, bearing: 90.0.
Step: 267, Car: 51 entering junction 17, at speed: 0.21875000000000022, bearing: 0.616728155411867.
Step: 268, Car: 63 entering junction 13, at speed: 0.2, bearing: 89.99999999944242.
Step: 269, Car: 50 entering junction 40, at speed: 0.21875000000000006, bearing: 90.00000378521955.
Step: 274, Car: 269 leaving junction, at speed: 0.47499999999999987, bearing: 90.0.
Step: 278, Car: 53 entering junction 27, at speed: 0.2, bearing: 90.0.
Step: 278, Car: 50 leaving junction, at speed: 0.35, bearing: 300.0000037852195.
Step: 282, Car: 63 leaving junction, at speed: 0.5749999999999998, bearing: 37.44228068738145.
Step: 283, Car: 65 entering junction 25, at speed: 0.2812500000000007, bearing: 6.719387234952614E-6.
Step: 283, Car: 66 entering junction 33, at speed: 0.2874999999999996, bearing: 179.58892116608243.
Step: 290, Car: 64 entering junction 15, at speed: 0.2, bearing: 179.6750713263502.
Step: 292, Car: 53 leaving junction, at speed: 0.47499999999999987, bearing: 37.89987796211591.
Step: 292, Car: 65 leaving junction, at speed: 0.5687500000000006, bearing: 210.00000671938722.
Step: 292, Car: 54 entering junction 13, at speed: 0.2, bearing: 179.99999999999838.
Step: 293, Car: 66 leaving junction, at speed: 0.5187499999999995, bearing: 14.588921166082429.
Step: 295, Car: 62 entering junction 9, at speed: 0.20000000000000107, bearing: 269.99999999999955.
Step: 297, Car: 54 leaving junction, at speed: 0.44375, bearing: 247.15454704313382.
Step: 300, Car: 52 entering junction 39, at speed: 0.2, bearing: 269.99999443320064.
Step: 300, Car: 52 would not have stopped in time, excess speed = 0.04375000000000001 in junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 301, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 302, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 302, Car: 59 entering junction 27, at speed: 0.26250000000000007, bearing: 90.0.
Step: 303, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 304, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 305, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 306, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 307, Car: 58 entering junction 27, at speed: 0.24375000000000002, bearing: 179.9929850147947.
Step: 307, Car: 58 would not have stopped in time, excess speed = 0.08750000000000002 in junction 27, at speed: 0.0, bearing: 179.9929850147947.
Step: 307, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 307, Car: 59 leaving junction, at speed: 0.6625, bearing: 162.48210556470883.
Step: 308, Car: 59 entering junction 25, at speed: 0.7625, bearing: 162.48210556470883.
Step: 308, Car: 58 entering junction 27, at speed: 0.2, bearing: 179.9929850147947.
Step: 308, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 309, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 309, Car: 269 entering junction 3, at speed: 0.26249999999999984, bearing: 90.0.
Step: 310, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 311, Car: 64 leaving junction, at speed: 0.24999999999999992, bearing: 127.12456252554571.
Step: 311, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 311, Car: 51 leaving junction, at speed: 0.1, bearing: 236.6794075228737.
Step: 312, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 313, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 314, Car: 59 leaving junction, at speed: 1.1062500000000002, bearing: 180.49482908669418.
Step: 314, Car: 269 leaving junction, at speed: 0.4062499999999998, bearing: 161.37288597723494.
Step: 314, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 315, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 316, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 317, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 318, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 318, Car: 58 leaving junction, at speed: 0.8437499999999999, bearing: 180.0003791802296.
Step: 318, Car: 67 entering junction 41, at speed: 0.2, bearing: 270.0.
Step: 318, Car: 67 would not have stopped in time, excess speed = 0.04375000000000001 in junction 41, at speed: 0.0, bearing: 270.0.
Step: 319, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 319, Car: 58 entering junction 25, at speed: 0.6874999999999999, bearing: 180.0003791802296.
Step: 319, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 319, Car: 55 entering junction 29, at speed: 0.22499999999999987, bearing: 179.99969060251848.
Step: 320, Car: 52 entering junction 39, at speed: 0.1, bearing: 269.99999443320064.
Step: 320, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 321, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 321, Car: 52 entering junction 39, at speed: 0.0, bearing: 269.99999443320064.
Step: 322, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 323, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 324, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 325, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 326, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 327, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 328, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 328, Car: 152 entering junction 42, at speed: 0.22499999999999992, bearing: 359.99976391452265.
Step: 329, Car: 58 leaving junction, at speed: 0.4062499999999998, bearing: 15.0003791802296.
Step: 329, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 330, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 331, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 331, Car: 66 entering junction 3, at speed: 0.2499999999999995, bearing: 359.1592446788311.
Step: 332, Car: 52 leaving junction, at speed: 0.5874999999999999, bearing: 103.17425902697265.
Step: 332, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 332, Car: 58 entering junction 27, at speed: 0.19374999999999976, bearing: 15.0003791802296.
Step: 333, Car: 352 entering junction 11, at speed: 0.23749999999999982, bearing: 270.0.
Step: 333, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 334, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 335, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 336, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 337, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 338, Car: 152 leaving junction, at speed: 0.4562499999999998, bearing: 194.99976391452265.
Step: 338, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 339, Car: 67 entering junction 41, at speed: 0.1, bearing: 270.0.
Step: 343, Car: 58 leaving junction, at speed: 0.7812499999999996, bearing: 195.00037918022963.
Step: 344, Car: 58 entering junction 25, at speed: 0.8812499999999995, bearing: 195.00037918022963.
Step: 345, Car: 66 leaving junction, at speed: 0.5249999999999994, bearing: 0.03022762432420089.
Step: 346, Car: 66 entering junction 9, at speed: 0.36874999999999936, bearing: 0.03022762432420089.
Step: 346, Car: 352 leaving junction, at speed: 0.5124999999999996, bearing: 270.00000000000017.
Step: 348, Car: 60 entering junction 27, at speed: 0.28750000000000003, bearing: 179.99887674297827.
Step: 350, Car: 54 entering junction 9, at speed: 0.28750000000000003, bearing: 269.9999999999996.
Step: 350, Car: 54 would not have stopped in time, excess speed = 0.13125000000000003 in junction 9, at speed: 0.0, bearing: 269.9999999999996.
Step: 350, Car: 66 leaving junction, at speed: 0.7687499999999993, bearing: 75.0302276243242.
Step: 351, Car: 54 entering junction 9, at speed: 0.0, bearing: 269.9999999999996.
Step: 352, Car: 67 leaving junction, at speed: 0.3749999999999999, bearing: 88.26539662486869.
Step: 352, Car: 58 leaving junction, at speed: 0.3999999999999997, bearing: 60.00037918022963.
Step: 353, Car: 60 leaving junction, at speed: 0.43125, bearing: 252.2760141502506.
Step: 357, Car: 54 leaving junction, at speed: 0.34375, bearing: 334.247496177839.
Step: 358, Car: 62 leaving junction, at speed: 0.375, bearing: 217.53139190079486.
Step: 359, Car: 55 leaving junction, at speed: 0.1, bearing: 59.20245029916512.
Step: 359, Car: 341 entering junction 17, at speed: 0.24375000000000002, bearing: 90.0.
Step: 359, Car: 64 entering junction 3, at speed: 0.24375000000000002, bearing: 90.78957535967422.
Step: 360, Car: 63 entering junction 25, at speed: 0.25625000000000037, bearing: 3.869737584681887E-6.
Step: 360, Car: 62 entering junction 3, at speed: 0.31875, bearing: 217.53139190079486.
Step: 360, Car: 62 would not have stopped in time, excess speed = 0.16249999999999998 in junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 361, Car: 62 entering junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 362, Car: 269 entering junction 33, at speed: 0.19374999999999976, bearing: 179.6574038011355.
Step: 362, Car: 55 entering junction 29, at speed: 0.2, bearing: 104.20245029916512.
Step: 362, Car: 62 entering junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 363, Car: 62 entering junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 364, Car: 62 entering junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 365, Car: 62 entering junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 365, Car: 51 entering junction 15, at speed: 0.2, bearing: 181.3937914643371.
Step: 366, Car: 62 entering junction 3, at speed: 0.2, bearing: 217.53139190079486.
Step: 366, Car: 62 would not have stopped in time, excess speed = 0.04375000000000001 in junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 367, Car: 62 entering junction 3, at speed: 0.0, bearing: 217.53139190079486.
Step: 368, Car: 64 leaving junction, at speed: 0.5312499999999999, bearing: 300.78957535967425.
Step: 368, Car: 62 entering junction 3, at speed: 0.2, bearing: 217.53139190079486.
Step: 369, Car: 53 entering junction 37, at speed: 0.26249999999999984, bearing: 0.007386892835367715.
Step: 371, Car: 341 leaving junction, at speed: 0.1, bearing: 156.03104804559158.
Step: 371, Car: 269 leaving junction, at speed: 0.5812499999999996, bearing: 29.6574038011355.
Step: 374, Car: 65 entering junction 13, at speed: 0.25000000000000117, bearing: 179.99999362396954.
Step: 374, Car: 63 leaving junction, at speed: 0.5312500000000002, bearing: 359.9999999652965.
Step: 375, Car: 55 leaving junction, at speed: 0.47499999999999987, bearing: 294.3809260544809.
Step: 377, Car: 63 entering junction 27, at speed: 0.26250000000000023, bearing: 359.9999999652965.
Step: 379, Car: 53 leaving junction, at speed: 0.4937499999999997, bearing: 195.00738689283537.
Step: 383, Car: 62 leaving junction, at speed: 0.5749999999999998, bearing: 179.9328376957039.
Step: 390, Car: 63 leaving junction, at speed: 0.5375000000000001, bearing: 5.918120281972179E-11.
Step: 402, Car: 269 entering junction 3, at speed: 0.3124999999999996, bearing: 359.2778957267819.
Step: 408, Car: 50 entering junction 29, at speed: 0.24375000000000002, bearing: 269.99999648015284.
Step: 415, Car: 62 entering junction 33, at speed: 0.30624999999999986, bearing: 179.99889603454054.
Step: 416, Car: 269 leaving junction, at speed: 0.5874999999999995, bearing: 0.03227792721680547.
Step: 417, Car: 269 entering junction 9, at speed: 0.43124999999999947, bearing: 0.03227792721680547.
Step: 424, Car: 62 leaving junction, at speed: 0.4374999999999998, bearing: 29.998896034540536.
Step: 424, Car: 65 leaving junction, at speed: 0.1, bearing: 46.483816118694556.
Step: 428, Car: 269 leaving junction, at speed: 0.5062499999999993, bearing: 180.0322779272168.
Step: 429, Car: 269 entering junction 3, at speed: 0.3499999999999993, bearing: 180.0322779272168.
Step: 432, Car: 52 entering junction 17, at speed: 0.24375000000000002, bearing: 90.00000061878445.
Step: 433, Car: 50 leaving junction, at speed: 0.23125000000000007, bearing: 270.000000113158.
Step: 439, Car: 66 entering junction 13, at speed: 0.18125000000000036, bearing: 90.00000000000139.
Step: 441, Car: 52 leaving junction, at speed: 0.5312499999999999, bearing: 300.00000061878444.
Step: 444, Car: 54 entering junction 1, at speed: 0.21875, bearing: 359.98968596525594.
Step: 444, Car: 269 leaving junction, at speed: 0.4124999999999992, bearing: 176.2165625120422.
Step: 448, Car: 341 entering junction 15, at speed: 0.2, bearing: 179.6095840775187.
Step: 449, Car: 54 leaving junction, at speed: 0.4624999999999999, bearing: 70.70320693069785.
Step: 451, Car: 67 entering junction 27, at speed: 0.2, bearing: 90.0.
Step: 452, Car: 58 entering junction 29, at speed: 0.2, bearing: 90.00062362452503.
Step: 453, Car: 66 leaving junction, at speed: 0.5562500000000001, bearing: 90.00000000000016.
Step: 456, Car: 67 leaving junction, at speed: 0.6, bearing: 153.61568319982496.
Step: 457, Car: 60 entering junction 41, at speed: 0.2, bearing: 270.0.
Step: 457, Car: 59 entering junction 13, at speed: 0.24375000000000002, bearing: 180.00000004062153.
Step: 458, Car: 53 entering junction 27, at speed: 0.24375000000000002, bearing: 179.99399725388074.
Step: 458, Car: 67 entering junction 25, at speed: 0.38749999999999996, bearing: 153.61568319982496.
Step: 465, Car: 341 leaving junction, at speed: 0.1, bearing: 60.39386221065213.
Step: 466, Car: 63 entering junction 37, at speed: 0.2687500000000001, bearing: 1.3027551975274564E-12.
Step: 466, Car: 58 leaving junction, at speed: 0.5749999999999998, bearing: 37.227643014188104.
Step: 466, Car: 60 leaving junction, at speed: 0.5874999999999999, bearing: 120.0.
Step: 467, Car: 62 entering junction 3, at speed: 0.22499999999999976, bearing: 359.34822494644715.
Step: 467, Car: 53 leaving junction, at speed: 0.5312499999999999, bearing: 29.993997253880735.
Step: 468, Car: 152 entering junction 29, at speed: 0.2, bearing: 179.99985381102263.
Step: 474, Car: 64 entering junction 15, at speed: 0.2, bearing: 269.1344190704182.
Step: 475, Car: 152 leaving junction, at speed: 0.38749999999999996, bearing: 250.63507885564604.
Step: 476, Car: 63 leaving junction, at speed: 0.5, bearing: 195.0000000000013.
Step: 478, Car: 51 leaving junction, at speed: 0.4, bearing: 126.38941493431618.
Step: 481, Car: 62 leaving junction, at speed: 0.49999999999999956, bearing: 0.019111820922088022.
Step: 482, Car: 62 entering junction 9, at speed: 0.5999999999999995, bearing: 0.019111820922088022.
Step: 486, Car: 352 entering junction 13, at speed: 0.2, bearing: 270.0.
Step: 487, Car: 62 leaving junction, at speed: 0.5874999999999995, bearing: 83.96191240779288.
Step: 489, Car: 55 entering junction 25, at speed: 0.2, bearing: 270.000155431096.
Step: 490, Car: 67 leaving junction, at speed: 0.1, bearing: 51.498741900912265.
Step: 491, Car: 269 entering junction 33, at speed: 0.19999999999999918, bearing: 179.9321448921536.
Step: 496, Car: 55 leaving junction, at speed: 0.5, bearing: 152.25704161096922.
Step: 500, Car: 67 entering junction 27, at speed: 0.2, bearing: 36.498741900912265.
Step: 500, Car: 269 leaving junction, at speed: 0.587499999999999, bearing: 29.932144892153588.
Step: 500, Car: 64 leaving junction, at speed: 0.5312499999999999, bearing: 270.01703248116985.
Step: 507, Car: 59 leaving junction, at speed: 0.1, bearing: 46.058683840520835.
Step: 509, Car: 66 entering junction 11, at speed: 0.28750000000000014, bearing: 90.0.
Step: 512, Car: 65 entering junction 25, at speed: 0.23750000000000032, bearing: 1.3531487323358677E-5.
Step: 514, Car: 67 leaving junction, at speed: 0.5749999999999998, bearing: 171.49874190091225.
Step: 514, Car: 66 leaving junction, at speed: 0.43125000000000013, bearing: 163.47859503152873.
Step: 517, Car: 67 entering junction 25, at speed: 0.30624999999999986, bearing: 171.49874190091225.
Step: 517, Car: 67 would not have stopped in time, excess speed = 0.14999999999999986 in junction 25, at speed: 0.0, bearing: 171.49874190091225.
Step: 518, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 519, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 520, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 521, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 522, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 523, Car: 352 leaving junction, at speed: 0.375, bearing: 270.00000000000017.
Step: 523, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 524, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 525, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 526, Car: 65 leaving junction, at speed: 0.5125000000000002, bearing: 359.9999993111841.
Step: 526, Car: 67 entering junction 25, at speed: 0.1, bearing: 171.49874190091225.
Step: 527, Car: 51 entering junction 3, at speed: 0.1875, bearing: 90.89239802492366.
Step: 527, Car: 54 entering junction 32, at speed: 0.2499999999999999, bearing: 89.99512862539156.
Step: 528, Car: 341 entering junction 17, at speed: 0.24375000000000002, bearing: 0.5654591042293046.
Step: 529, Car: 65 entering junction 27, at speed: 0.2437500000000002, bearing: 359.9999993111841.
Step: 537, Car: 341 leaving junction, at speed: 0.5312499999999999, bearing: 210.56545910422932.
Step: 537, Car: 54 leaving junction, at speed: 0.48124999999999973, bearing: 284.99512862539154.
Step: 539, Car: 67 leaving junction, at speed: 0.44375, bearing: 44.51283530002361.
Step: 541, Car: 58 entering junction 42, at speed: 0.28125, bearing: 1.2851570787563492E-4.
Step: 541, Car: 51 leaving junction, at speed: 0.4624999999999998, bearing: 37.46774373069722.
Step: 542, Car: 51 entering junction 9, at speed: 0.5624999999999998, bearing: 37.46774373069722.
Step: 543, Car: 67 entering junction 27, at speed: 0.23124999999999996, bearing: 29.51283530002361.
Step: 543, Car: 67 would not have stopped in time, excess speed = 0.07499999999999996 in junction 27, at speed: 0.0, bearing: 29.51283530002361.
Step: 544, Car: 67 entering junction 27, at speed: 0.1, bearing: 29.51283530002361.
Step: 545, Car: 67 entering junction 27, at speed: 0.1, bearing: 29.51283530002361.
Step: 545, Car: 65 leaving junction, at speed: 0.5, bearing: 239.0300991457905.
Step: 545, Car: 53 entering junction 37, at speed: 0.2624999999999999, bearing: 359.9947410329927.
Step: 546, Car: 67 entering junction 27, at speed: 0.1, bearing: 29.51283530002361.
Step: 547, Car: 269 entering junction 3, at speed: 0.20624999999999905, bearing: 359.23880454011737.
Step: 547, Car: 51 leaving junction, at speed: 0.5499999999999997, bearing: 62.91945651784474.
Step: 549, Car: 65 entering junction 25, at speed: 0.2875, bearing: 224.0300991457905.
Step: 551, Car: 58 leaving junction, at speed: 0.5124999999999998, bearing: 195.0001285157079.
Step: 560, Car: 62 entering junction 13, at speed: 0.2312500000000003, bearing: 89.99999999999902.
Step: 561, Car: 269 leaving junction, at speed: 0.48124999999999885, bearing: 0.019816789608825627.
Step: 562, Car: 269 entering junction 9, at speed: 0.5812499999999988, bearing: 0.019816789608825627.
Step: 562, Car: 53 leaving junction, at speed: 0.1, bearing: 181.72011437470402.
Step: 567, Car: 269 leaving junction, at speed: 0.5687499999999988, bearing: 74.48366106229652.
Step: 570, Car: 62 leaving junction, at speed: 0.46250000000000013, bearing: 284.99999999999903.
Step: 576, Car: 341 entering junction 15, at speed: 0.2624999999999999, bearing: 179.63698260619958.
Step: 578, Car: 60 entering junction 27, at speed: 0.04375000000000001, bearing: 90.0.
Step: 580, Car: 55 entering junction 29, at speed: 0.2375000000000001, bearing: 89.99688605207557.
